Title,Artist,Nationality,Gender,Date,Medium,Classification,Department,DateAcquired,Height (cm),Width (cm)
"ORPHEUS (plate, folio 23 verso) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,25.7,20.7
"Pictorial initial Q (folio 24) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,1.9,1.8
"THE DOLPHIN (headpiece, folio 25) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.3,19.5
"THE OCTOPUS (headpiece, folio 26) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.3,19.4
"THE JELLYFISH (headpiece, folio 27) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.3,19.5
"THE CRAWFISH (headpiece, folio 28) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.4,19.3
"THE CARP (headpiece, folio 29) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.3,19.4
"ORPHEUS (plate, folio 30 verso) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,25.7,20.6
"Pictorial initial L (folio 31) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,1.9,1.9
"THE SIRENS (headpiece, folio 32) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.3,19.5
"THE DOVE (headpiece, folio 33) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.3,19.4
"THE PEACOCK (headpiece, folio 34) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.3,19
"THE OWL (headpiece, folio 35) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.4,19.3
"IBIS (headpiece, folio 36) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,20.4,19.4
"THE OX (headpiece, folio 37) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,19.8,19
"Headpiece (folio 38) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,8,19.5
"Tailpiece (folio 39 verso) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,7.5,7.5
"Pictorial initial L and tailpiece (colophon) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Raoul Dufy,(French),(Male),1911-1931,,Illustrated Book,Drawings & Prints,10/6/64,1.8,2
